Name,Position X,Position Y,Position Z
Point01,-24.402445,-7.713339,143.275581
Point02,-26.195236,-8.637637,142.283191
Point03,-26.717705,-8.966131,140.074491
Point04,-26.499393,-8.928788,137.753766
Point05,-26.348322,-8.925173,135.426313
Point06,-26.210201,-8.928038,133.098068
Point07,-25.739276,-8.844655,128.183852
Point08,-25.438658,-8.846609,123.255461
Point09,-25.292929,-8.925991,118.320111
Point10,-25.096429,-8.980015,113.386325
Point11,-25.355049,-9.26049,108.466562
Point12,-25.836806,-9.651533,103.568516
Point13,-26.073861,-9.921392,98.644365
Point14,-26.412974,-10.241879,93.728322
Point15,-26.740134,-10.55539,88.845323
Point16,-31.76482,-13.329098,80.117906
Point17,-36.517716,-15.981616,70.926283
Point18,-40.653469,-18.338231,61.353199
Point19,-43.339585,-19.991583,51.150374
Point20,-44.43855,-20.864627,40.593519
Point21,-43.211857,-20.579708,29.99101
Point22,-40.077047,-19.328711,19.87086
Point23,-35.774731,-17.479944,10.262132
Point24,-30.278367,-15.009732,1.503873
Point25,-22.957473,-11.429195,-0.736661
Point26,-15.304769,-7.625428,-1.1002
Point27,-7.65201,-3.818142,-1.350401
Point28,0.005726,0.000043,-1.327355
Point29,7.251901,3.621556,-1.028471
Point30,14.476521,7.237517,-0.560991
Point31,21.731659,10.850538,-0.682837
Point32,28.856923,14.433887,0.333881
Point33,33.23015,16.915802,10.131476
Point34,36.590656,18.91215,20.555182
Point35,39.150931,20.518098,31.255669
Point36,39.314637,20.941534,42.352391
Point37,36.913252,20.077501,53.165372
Point38,32.452762,18.162201,63.173998
Point39,26.551101,15.499159,72.231437
Point40,20.190446,12.59534,80.900512
Point41,13.800845,9.666309,89.219579
Point42,13.00938,9.429193,94.330515
Point43,12.0694,9.118907,99.469593
Point44,11.241359,8.86429,104.604324
Point45,10.444371,8.625613,109.753984
Point46,9.788538,8.458733,114.950023
Point47,9.17871,8.314976,120.152234
Point48,8.617099,8.195446,125.360598
Point49,8.123054,8.109825,130.576306
Point50,7.725606,8.072639,135.801104
Point51,7.534768,8.041515,137.879102
Point52,7.285863,7.981235,139.950318
Point53,7.053442,7.929238,142.023659
Point54,6.681398,7.806858,144.071695
Point55,5.584261,7.308603,145.65203
