Name,Position X,Position Y,Position Z
Point01,24.697883,-2.054378,180.107236
Point02,26.605904,-2.235495,179.167584
Point03,26.910789,-2.267556,176.924812
Point04,26.861749,-2.266338,174.644383
Point05,26.746122,-2.258845,172.366328
Point06,26.657826,-2.253927,170.087107
Point07,26.619241,-2.261972,162.25549
Point08,27.04338,-2.313585,154.434517
Point09,27.695092,-2.386609,146.629755
Point10,28.282851,-2.453617,138.819689
Point11,28.671261,-2.501868,130.996784
Point12,29.02451,-2.54681,123.171947
Point13,29.378464,-2.591818,115.347124
Point14,29.506603,-2.615566,107.515838
Point15,29.464728,-2.623271,99.705127
Point16,34.991237,-3.159995,88.851108
Point17,41.120929,-3.753119,78.275126
Point18,46.707083,-4.295504,67.392614
Point19,51.390595,-4.753454,56.118346
Point20,54.492579,-5.063269,44.289134
Point21,55.034549,-5.132521,32.082499
Point22,51.919465,-4.856652,20.322737
Point23,45.294318,-4.247933,10.063895
Point24,36.790127,-3.459896,1.369538
Point25,27.80274,-2.6166,-0.788845
Point26,18.55558,-1.746937,-1.67392
Point27,9.287602,-0.874792,-2.209478
Point28,0.006718,-0.000648,-2.220263
Point29,-8.889678,0.837456,-2.113188
Point30,-17.774881,1.675019,-1.662761
Point31,-26.631943,2.510519,-0.818058
Point32,-35.220738,3.32269,1.327207
Point33,-43.767779,4.140993,10.221104
Point34,-50.964287,4.83374,20.220838
Point35,-53.538362,5.094188,32.289064
Point36,-52.995783,5.061501,44.638869
Point37,-49.402098,4.740675,56.481079
Point38,-45.120108,4.354675,68.092848
Point39,-39.284638,3.821305,79.00202
Point40,-32.725651,3.219159,89.489371
Point41,-26.157559,2.616099,99.938777
Point42,-25.270279,2.544136,107.722911
Point43,-24.6372,2.496166,115.540944
Point44,-23.940963,2.44224,123.353814
Point45,-23.255752,2.389354,131.167975
Point46,-22.620387,2.341169,138.986162
Point47,-21.867585,2.281907,146.793904
Point48,-21.171009,2.227946,154.60475
Point49,-20.740083,2.199029,162.431431
Point50,-20.495906,2.187723,170.271552
Point51,-20.436756,2.185352,172.417798
Point52,-20.413055,2.186321,174.564567
Point53,-20.42173,2.19034,176.711418
Point54,-20.191619,2.171844,178.842224
Point55,-18.837088,2.046395,180.272895
